鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
仁德區,房地(土地+建物)+車位,臺南市仁德區二行,49.11,商,,,1150727,土地3建物1車位2,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,115.55,2,2,2,有,無,9300000,82907,一樓平面,27.5,2000000,,RPQNMLMKQHLGFID88DB,逸品居NO.2,B棟2號,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區高鐵十二路171號對面,25.79,住,,,1150722,土地1建物1車位1,八層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,130.04,2,2,2,有,無,11880000,105507,坡道平面,33.08,1650000,,RPPNMLNKQHLGFID78CB,高鐵ONE,E棟E2-08F號,
下營區,房地(土地+建物),臺南市下營區中華街,129.13,住,,,1150725,土地4建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,161.42,5,2,4,有,無,13480000,83509,,0.0,0,,RPPNMLOKQHLGFFD58CB,公園伯爵23,A棟48號,
東區,房地(土地+建物),臺南市東區後甲三街X平實二街,24.44,商,,,1150728,土地2建物1車位0,二十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,183.37,3,2,3,有,無,38260000,208649,,0.0,0,,RPRNMLRKQHLGFCD78CB,國城?實,E棟1號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,8.81,商,,,1150728,土地2建物1車位2,二十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,122.58,2,2,1,有,無,17510000,196888,坡道平面,55.74,4350000,,RPSNMLRKQHLGFCD88CB,國城?實,E棟3號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.9,商,,,1150723,土地2建物1車位1,十八層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.86,3,2,2,有,無,25810000,176769,坡道平面,25.73,2100000,,RPUNMLRKQHLGFCD09CB,國城?實,F棟1號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.76,商,,,1150722,土地2建物1車位1,十層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.74,3,2,2,有,無,25160000,173370,坡道平面,25.73,2100000,,RPVNMLRKQHLGFCD56CB,國城?實,F棟2號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150727,土地2建物1車位1,十二層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17230000,184987,坡道平面,25.73,2050000,,RPOOMLRKQHLGFCD58CB,國城?實,F棟3號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150728,土地2建物1車位1,十八層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17240000,185108,坡道平面,25.73,2050000,,RPPOMLRKQHLGFCD68CB,國城?實,F棟3號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150730,土地2建物1車位1,十九層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17290000,186327,坡道平面,25.73,2000000,,RPQOMLRKQHLGFCD78CB,國城?實,F棟3號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150727,土地2建物1車位1,五層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.59,3,2,2,有,無,24000000,178353,坡道平面,26.8,2100000,,RPROMLRKQHLGFCD88CB,國城?實,F棟6號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150728,土地2建物1車位1,十層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.52,3,2,2,有,無,24240000,180715,坡道平面,25.73,2050000,,RPSOMLRKQHLGFCD98CB,國城?實,F棟6號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150729,土地2建物1車位1,十二層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.52,3,2,2,有,無,24380000,181448,坡道平面,25.73,2100000,,RPTOMLRKQHLGFCD09CB,國城?實,F棟6號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150729,土地2建物1車位1,十六層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17760000,190836,坡道平面,25.73,2100000,,RPUOMLRKQHLGFCD56CB,國城?實,F棟7號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150731,土地2建物1車位1,十八層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17220000,184865,坡道平面,25.73,2050000,,RPWOMLRKQHLGFCD76CB,國城?實,G棟3號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150728,土地2建物1車位1,三層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,23750000,176681,坡道平面,25.73,2050000,,RPXOMLRKQHLGFCD86CB,國城?實,G棟5號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150729,土地2建物1車位1,十九層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,108.86,2,2,2,有,無,17350000,185840,坡道平面,26.8,2100000,,RPQPMLRKQHLGFCD88CB,國城?實,I棟3號,
北區,房地(土地+建物)+車位,臺南市北區前鋒路,12.89,住,,,1150723,土地1建物1車位1,九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.34,3,2,2,有,無,22540000,186808,坡道平面,21.76,2630000,本案申報土地面積及權利範圍係以臺南市北區東興段911-1、911-5、925-3、926-1地號土地都市更新事業計畫暨權利變換計畫案核定基地座落面積5131.67平方公尺計算。交易總價含下列非屬預售屋價格之費用:家電費,RPPNMLSKQHLGFAD48CB,成大之森,A棟A10-09F號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路,13.24,其他,,,1150728,土地1建物1車位2,十九層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,202.82,3,2,2,有,無,26120000,151271,坡道平面,61.22,4700000,合約書無拆分車位個別價格,RPPOMLSKQHLGFAD58CB,遠雄蘊合,C棟C06-19F號,
北區,房地(土地+建物)+車位,臺南市北區前鋒路,12.89,住,,,1150724,土地1建物1車位1,十九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.34,3,2,2,有,無,22780000,189060,坡道平面,21.76,2630000,本案申報土地面積及權利範圍係以臺南市北區東興段911-1、911-5、925-3、926-1地號土地都市更新事業計畫暨權利變換計畫案核定基地座落面積5131.67平方公尺計算。交易總價含下列非屬預售屋價格之費用:家電費,RPQOMLSKQHLGFAD68CB,成大之森,A棟A10-19F號,
北區,房地(土地+建物)+車位,臺南市北區前鋒路,8.54,住,,,1150724,土地1建物1車位1,十九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.37,1,1,1,有,無,15670000,184393,坡道平面,21.76,2650000,本案申報土地面積及權利範圍係以臺南市北區東興段911-1、911-5、925-3、926-1地號土地都市更新事業計畫暨權利變換計畫案核定基地座落面積5131.67平方公尺計算。交易總價含下列非屬預售屋價格之費用:家電費,RPROMLSKQHLGFAD78CB,成大之森,A棟A09-19F號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150728,土地2建物1車位1,十三層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17160000,185352,坡道平面,25.73,1950000,,RPPNMLSKQHLGFCD68CB,國城?實,F棟3號,
永康區,房地(土地+建物)+車位,臺南市永康區永二街,24.01,住,,,1150726,土地1建物1車位2,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,168.02,3,2,2,有,無,14050000,98942,坡道平面,58.36,3200000,,RPPNMLTKQHLGFKD96CB,佳晟家康,A8棟2F號,
安南區,房地(土地+建物)+車位,臺南市安南區新宅五街17號旁,29.16,其他,,,1150728,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,93.85,2,2,2,有,無,8020000,83688,其他,6.98,750000,,RPQNMLKLQHLGFBD97CB,信美心上,1棟B5號,
永康區,房地(土地+建物)+車位,臺南市永康區平道段239地號,14.7,商,,,1150731,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,116.89,2,2,1,有,無,10350000,107466,坡道機械,28.49,850000,,RPPNMLQLQHLGFKD76CB,瑞築序,B5棟05F號,
善化區,房地(土地+建物)+車位,臺南市善化區善昌段371地號,21.31,住,,,1150730,土地1建物1車位1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.81,2,2,2,有,無,14720000,135318,坡道平面,44.07,1900000,露臺7坪,RPQNMLRLQHLGFHD66CB,淳真年代6,A棟5號,
