鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
永康區,房地(土地+建物)+車位,臺南市永康區平道十六街與水漾路交叉口,27.59,住,,,1150718,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,168.19,3,2,2,有,無,21720000,140874,坡道平面,24.87,1530000,含冰箱交易總價含下列非屬預售屋價格之費用:傢俱設備費；,RPRNMLRLPHLGFKD96CB,遠雄山禾,D棟D01F08號,
玉井區,房地(土地+建物),臺南市玉井區玉興段1098-7號,123.06,住,,,1150717,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,172.17,4,2,4,有,無,15450000,89737,,0.0,0,,RPRNMLSLPHLGFJD96CB,森山景,D棟1號,
中西區,房地(土地+建物)+車位,臺南市中西區金華新路和大?路交叉口,15.81,其他,,,1150716,土地3建物1車位2,十六層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,231.65,3,2,2,有,無,30020000,141264,坡道平面,49.58,4300000,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLTLPHLGFAD68CB,百慶擎川,A棟A5-16F號,
安南區,房地(土地+建物),臺南市安南區鎮安六街108號旁,34.63,住,,,1150720,土地1建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,97.29,2,2,2,有,無,9450000,97132,,0.0,0,,RPPNMLLMPHLGFBD97CB,悠仁貴殿,A棟3號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.9,商,,,1150720,土地2建物1車位1,二十層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.86,3,2,2,有,無,25990000,178111,坡道平面,25.73,2100000,,RPRNMLLJQHLGFCD08CB,國城?實,F棟1號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150720,土地2建物1車位1,十六層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17150000,184012,坡道平面,25.73,2050000,,RPVNMLLJQHLGFCD48CB,國城?實,F棟3號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,10.95,商,,,1150720,土地2建物1車位1,二十層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.79,2,2,2,有,無,17340000,186327,坡道平面,25.73,2050000,,RPWNMLLJQHLGFCD58CB,國城?實,F棟3號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.76,商,,,1150720,土地2建物1車位1,十六層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.74,3,2,2,有,無,25540000,175476,坡道平面,25.73,2200000,,RPUOMLLJQHLGFCD48CB,國城?實,G棟2號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150720,土地2建物1車位1,二十一層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,25030000,186696,坡道平面,25.73,2100000,,RPXOMLLJQHLGFCD78CB,國城?實,G棟5號,
善化區,房地(土地+建物)+車位,臺南市善化區成功新村8號旁,44.09,住,,,1150716,土地2建物1車位2,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,257.91,3,2,2,有,無,28400000,130872,坡道平面,66.12,3300000,,RPPNMLMJQHLGFHD48CB,Field Life S棟,S棟B1號,
安南區,房地(土地+建物),臺南市安南區安佃五街與安佃七街交叉口,78.58,住,,,1150717,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,167.43,4,2,4,有,無,15250000,91083,,0.0,0,,RPPNMLNJQHLGFBD97CB,非凡原墅31,B棟6號,
安南區,房地(土地+建物)+車位,臺南市安南區九份子大道與樂活路口,7.73,住,,,1150713,土地1建物1車位1,四層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,88.29,2,2,1,有,無,10650000,116523,坡道機械,7.19,1200000,,RPPNMLOJQHLGFBD08CB,?讀耶魯,A棟08號,
新營區,房地(土地+建物)+車位,臺南市新營區金華路一段及三興街交叉口,24.01,住,,,1150720,土地2建物1車位2,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,179.67,3,2,2,有,無,13920000,88293,坡道平面,51.46,2600000,本戶共買兩個車位車位合併計價,RPSNMLOJQHLGFDD58CB,佳順 ? 大悅,C6棟1號,
安南區,房地(土地+建物)+車位,臺南市安南區安和路四段與州南路交叉口,24.65,住,,,1150720,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,143.47,3,2,2,有,無,12250000,94596,坡道平面,29.3,1450000,,RPQNMLPJQHLGFBD28CB,佳展安和,A6棟3號,
安南區,房地(土地+建物)+車位,臺南市安南區永續路與永續一街口,10.62,住,,,1150711,土地1建物1車位1,二十三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,95.35,0,0,0,無,無,9900000,122370,坡道平面,28.34,1700000,,RPRNMLPJQHLGFBD38CB,一字得,B2號,
安南區,房地(土地+建物)+車位,臺南市安南區永續路與永續一街口,14.45,住,,,1150718,土地1建物1車位1,三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.52,1,2,2,有,無,12090000,116506,坡道平面,28.34,1700000,,RPSNMLPJQHLGFBD48CB,一字得,B6號,
安南區,房地(土地+建物)+車位,臺南市安南區永續路與永續一街口,14.45,住,,,1150714,土地1建物1車位1,十三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.52,1,2,2,有,無,12950000,124467,坡道平面,28.34,1850000,,RPTNMLPJQHLGFBD58CB,一字得,B6號,
安南區,房地(土地+建物)+車位,臺南市安南區安佃街與安佃九街口,19.66,住,,,1150712,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.98,2,1,2,有,無,10150000,93736,坡道平面,24.7,1500000,,RPUNMLPJQHLGFBD68CB,希望翼,A棟2號,
安南區,房地(土地+建物)+車位,臺南市安南區安佃街與安佃九街口,19.01,住,,,1150712,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.16,2,1,2,有,無,10000000,92937,坡道平面,24.7,1500000,,RPVNMLPJQHLGFBD78CB,希望翼,A棟3號,
新營區,房地(土地+建物)+車位,臺南市新營區金華路一段及三興街交叉口,24.01,住,,,1150720,土地2建物1車位2,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,182.33,3,2,2,有,無,14540000,90471,坡道平面,51.46,2700000,本戶共買兩個車位車位合併計價,RPPNMLPJQHLGFDD38CB,佳順 ? 大悅,A6棟1號,
善化區,房地(土地+建物)+車位,臺南市善化區光華路54巷,11.62,商,,,1150713,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.33,2,2,2,有,無,9750000,105876,坡道機械,20.52,1300000,,RPPNMLPJQHLGFHD78CB,和紘善美,A2棟15F號,
新營區,房地(土地+建物)+車位,臺南市新營區公園路,37.55,住,,,1150720,土地1建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,128.62,3,1,2,有,無,11200000,83744,其他,0.85,500000,本車位為法定空地停車位室內面積0.85平方公尺室外面積11.15平方公尺,RPQNMLRJQHLGFDD78DB,新東皇邸26期,A棟4A3號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,16.43,商,,,1150719,土地2建物1車位1,十四層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.55,3,2,2,有,無,24520000,182951,坡道平面,25.73,2050000,,RPOOMLKKQHLGFCD87CB,國城?實,G棟5號,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區大順街與大順三街口,55.78,住,,,1150716,土地1建物1車位1,一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,222.53,2,0,2,有,無,19000000,91538,坡道機械,21.52,600000,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKKQHLGFID48CB,MoMA18,W棟1號,
六甲區,房地(土地+建物),臺南市六甲區龜子港31巷,113.82,,特定農業區,甲種建築用地,1150717,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,218.11,3,2,5,有,無,14500000,66480,,0.0,0,交易總價含下列非屬預售屋價格之費用:裝潢費2000000元；,RPPNMLKKQHLGFFD28DB,臺邦田園調布,甲棟18號,
北區,房地(土地+建物)+車位,臺南市北區前鋒路,9.77,住,,,1150717,土地1建物1車位1,二十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.79,2,1,2,有,無,17610000,186015,坡道平面,19.99,2580000,本案申報土地面積及權利範圍係以臺南市北區東興段911-1、911-5、925-3、926-1地號土地都市更新事業計畫暨權利變換計畫案核定基地座落面積5131.67平方公尺計算。交易總價含下列非屬預售屋價格之費用:摰園費,RPPNMLLKQHLGFAD77CB,成大之森,A棟A03-21F號,
仁德區,房地(土地+建物)+車位,臺南市仁德區二行,57.1,商,,,1150717,土地3建物1車位1,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,124.01,2,2,2,有,無,9600000,77997,一樓平面,13.75,1000000,,RPRNMLMKQHLGFID98DB,逸品居NO.2,B棟7號,
安平區,房地(土地+建物)+車位,臺南市安平區健康路三段平豐路口,32.76,住,,,1150718,土地2建物1車位2,十四層,20,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,282.74,2,2,2,有,無,37620000,146716,坡道平面,49.5,3400000,,RPPNMLOKQHLGFAD08CB,府都MARU 1,14A1號,
